page,total_page,loc_code,string1,string2,string3,string4,string5,string6
2017,16071,30100209,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Bangunan Kapal","D-III Teknik Perancangan dan Konstruksi Kapal",NULL
2018,16071,30100209,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Bangunan Kapal","D-III Teknik Perancangan dan Konstruksi Kapal",NULL
2019,16071,30100209,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Bangunan Kapal","D-III Teknik Perancangan dan Konstruksi Kapal",NULL
2020,16071,30100209,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Bangunan Kapal","D-III Teknik Perancangan dan Konstruksi Kapal",NULL
2021,16071,30100209,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Perkapalan Negeri Surabaya","Jurusan Teknik Bangunan Kapal","D-III Teknik Perancangan dan Konstruksi Kapal",NULL
2022,16071,30100210,"Fakultas Bahasa dan Sastra","Jurusan Bahasa Inggris Fakultas Bahasa dan Sastra","Program Studi S1 Pendidikan Bahasa Inggris Jurusan 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Makassar","Bahasa Inggris"
2023,16071,30100210,"Fakultas Bahasa dan Sastra","Jurusan Bahasa Inggris Fakultas Bahasa dan Sastra","Program Studi S1 Pendidikan Bahasa Inggris Jurusan 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Makassar","Bahasa Inggris"
2024,16071,30100210,"Fakultas Bahasa dan Sastra","Jurusan Bahasa Inggris Fakultas Bahasa dan Sastra","Program Studi S1 Pendidikan Bahasa Inggris Jurusan 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Makassar","Bahasa Inggris"
2025,16071,30100210,"Fakultas Bahasa dan Sastra","Jurusan Bahasa Inggris Fakultas Bahasa dan Sastra","Program Studi S1 Pendidikan Bahasa Inggris Jurusan 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Makassar","Bahasa Inggris"
2026,16071,30100212,"6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Jenderal Soedirman","Fakultas Teknik","Jurusan Teknik Industri Fakultas Teknik","Prodi Teknik Mesin Jurusan Teknik Industri"
2027,16071,30100212,"6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Jenderal Soedirman","Fakultas Teknik","Jurusan Teknik Industri Fakultas Teknik","Prodi Teknik Mesin Jurusan Teknik Industri"
2028,16071,30100212,"6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Jenderal Soedirman","Fakultas Teknik","Jurusan Teknik Industri Fakultas Teknik","Prodi Teknik Mesin Jurusan Teknik Industri"
2029,16071,30100212,"6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Jenderal Soedirman","Fakultas Teknik","Jurusan Teknik Industri Fakultas Teknik","Prodi Teknik Mesin Jurusan Teknik Industri"
2030,16071,30100213,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Sriwijaya","Jurusan Teknik Kimia","D3 Teknik Kimia Jurusan Teknik Kimia",NULL
2031,16071,30100213,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Sriwijaya","Jurusan Teknik Kimia","D3 Teknik Kimia Jurusan Teknik Kimia",NULL
2032,16071,30100213,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Sriwijaya","Jurusan Teknik Kimia","D3 Teknik Kimia Jurusan Teknik Kimia",NULL
2033,16071,30100213,"3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Sriwijaya","Jurusan Teknik Kimia","D3 Teknik Kimia Jurusan Teknik Kimia",NULL
2034,16071,30100215,"Fakultas Ilmu Sosial","Jurusan Pendidikan Pancasila Kewarganegaraan dan Hukum","Program Studi S1 Pendidikan Pancasila dan 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Makassar","Kewarganegaraan Jurusan Pendidikan Pancasila Kewarganegaraan dan Hukum"
2035,16071,30100215,"Fakultas Ilmu Sosial","Jurusan Pendidikan Pancasila Kewarganegaraan dan Hukum","Program Studi S1 Pendidikan Pancasila dan 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Makassar","Kewarganegaraan Jurusan Pendidikan Pancasila Kewarganegaraan dan Hukum"
2036,16071,30100215,"Fakultas Ilmu Sosial","Jurusan Pendidikan Pancasila Kewarganegaraan dan Hukum","Program Studi S1 Pendidikan Pancasila dan 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Makassar","Kewarganegaraan Jurusan Pendidikan Pancasila Kewarganegaraan dan Hukum"
2037,16071,30100215,"Fakultas Ilmu Sosial","Jurusan Pendidikan Pancasila Kewarganegaraan dan Hukum","Program Studi S1 Pendidikan Pancasila dan 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Makassar","Kewarganegaraan Jurusan Pendidikan Pancasila Kewarganegaraan dan Hukum"
2038,16071,30100215,"Fakultas Ilmu Sosial","Jurusan Pendidikan Pancasila Kewarganegaraan dan Hukum","Program Studi S1 Pendidikan Pancasila dan 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Makassar","Kewarganegaraan Jurusan Pendidikan Pancasila Kewarganegaraan dan Hukum"
2039,16071,30100215,"Fakultas Ilmu Sosial","Jurusan Pendidikan Pancasila Kewarganegaraan dan Hukum","Program Studi S1 Pendidikan Pancasila dan 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Makassar","Kewarganegaraan Jurusan Pendidikan Pancasila Kewarganegaraan dan Hukum"
2040,16071,30100216,Panjang,"Fakultas Seni Rupa dan Desain","Jurusan Kriya Seni Fakultas Seni Rupa dan Desain","Program Studi S1 Kriya Seni Jurusan 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Indonesia Padang Kriya Seni Fakultas Seni Rupa dan Desain"
2041,16071,30100216,Panjang,"Fakultas Seni Rupa dan Desain","Jurusan Kriya Seni Fakultas Seni Rupa dan Desain","Program Studi S1 Kriya Seni Jurusan 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Indonesia Padang Kriya Seni Fakultas Seni Rupa dan Desain"
2042,16071,30100217,Pacitan,"Program Studi Teknologi Tatalaksana Studio Produksi","D2 Tatalaksana Studio Produksi Prodi Teknologi Tatalaksana Studio 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Akademi Komunitas Negeri Produksi",NULL
2043,16071,30100217,Pacitan,"Program Studi Teknologi Tatalaksana Studio Produksi","D2 Tatalaksana Studio Produksi Prodi Teknologi Tatalaksana Studio 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Akademi Komunitas Negeri Produksi",NULL
2044,16071,30100218,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Samarinda","Jurusan Teknik Mesin","D3 Perawatan dan Perbaikan Mesin Jurusan Teknik Mesin",NULL
2045,16071,30100218,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Samarinda","Jurusan Teknik Mesin","D3 Perawatan dan Perbaikan Mesin Jurusan Teknik Mesin",NULL
2046,16071,30100219,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Jakarta","Jurusan Teknik Grafika dan Penerbitan","D4 Desain Grafis","Jurusan Teknik Grafika dan Penerbitan"
2047,16071,30100219,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Jakarta","Jurusan Teknik Grafika dan Penerbitan","D4 Desain Grafis","Jurusan Teknik Grafika dan Penerbitan"
2048,16071,30100219,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Jakarta","Jurusan Teknik Grafika dan Penerbitan","D4 Desain Grafis","Jurusan Teknik Grafika dan Penerbitan"
2049,16071,30100219,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Jakarta","Jurusan Teknik Grafika dan Penerbitan","D4 Desain Grafis","Jurusan Teknik Grafika dan Penerbitan"
2050,16071,30100219,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Jakarta","Jurusan Teknik Grafika dan Penerbitan","D4 Desain Grafis","Jurusan Teknik Grafika dan Penerbitan"
2051,16071,30100219,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Jakarta","Jurusan Teknik Grafika dan Penerbitan","D4 Desain Grafis","Jurusan Teknik Grafika dan Penerbitan"
2052,16071,30100220,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Halu Oleo","Fakultas Teknik","Jurusan S1 Teknik Informatika Fakultas Teknik",NULL
2053,16071,30100220,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Halu Oleo","Fakultas Teknik","Jurusan S1 Teknik Informatika Fakultas Teknik",NULL
2054,16071,30100220,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Halu Oleo","Fakultas Teknik","Jurusan S1 Teknik Informatika Fakultas Teknik",NULL
2055,16071,30100220,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Halu Oleo","Fakultas Teknik","Jurusan S1 Teknik Informatika Fakultas Teknik",NULL
2056,16071,30100222,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Tadulako","Fakultas Teknik","Jurusan Teknik Elektro Fakultas Teknik","Prodi S1 Teknik Elektro Jurusan Teknik Elektro"
2057,16071,30100222,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Tadulako","Fakultas Teknik","Jurusan Teknik Elektro Fakultas Teknik","Prodi S1 Teknik Elektro Jurusan Teknik Elektro"
2058,16071,30100224,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Riau","Fakultas Hukum","Jurusan Ilmu Hukum Fakultas Hukum","Prodi S1 Ilmu Hukum Jurusan Ilmu Hukum"
2059,16071,30100224,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Riau","Fakultas Hukum","Jurusan Ilmu Hukum Fakultas Hukum","Prodi S1 Ilmu Hukum Jurusan Ilmu Hukum"
2060,16071,30100224,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Riau","Fakultas Hukum","Jurusan Ilmu Hukum Fakultas Hukum","Prodi S1 Ilmu Hukum Jurusan Ilmu Hukum"
2061,16071,30100224,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Riau","Fakultas Hukum","Jurusan Ilmu Hukum Fakultas Hukum","Prodi S1 Ilmu Hukum Jurusan Ilmu Hukum"
2062,16071,30100227,"Pangkajene Kepulauan","Jurusan Teknologi Kemaritiman","Program Studi D4 Pengelolaan Pelabuhan Perikanan Jurusan Teknologi 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Pertanian Negeri Kemaritiman",NULL
2063,16071,30100227,"Pangkajene Kepulauan","Jurusan Teknologi Kemaritiman","Program Studi D4 Pengelolaan Pelabuhan Perikanan Jurusan Teknologi 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Pertanian Negeri Kemaritiman",NULL
2064,16071,30100228,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Nusa Cendana","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Komunikasi Fakultas Ilmu Sosial dan Politik",NULL
2065,16071,30100228,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Nusa Cendana","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Komunikasi Fakultas Ilmu Sosial dan Politik",NULL
2066,16071,30100228,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Nusa Cendana","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Komunikasi Fakultas Ilmu Sosial dan Politik",NULL
2067,16071,30100228,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Nusa Cendana","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Komunikasi Fakultas Ilmu Sosial dan Politik",NULL
2068,16071,30100228,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Nusa Cendana","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Komunikasi Fakultas Ilmu Sosial dan Politik",NULL
2069,16071,30100228,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Nusa Cendana","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Komunikasi Fakultas Ilmu Sosial dan Politik",NULL
2070,16071,30100232,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Sains","Prodi S1 Kimia Fakultas Sains",NULL
2071,16071,30100232,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Sains","Prodi S1 Kimia Fakultas Sains",NULL
2072,16071,30100232,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Sains","Prodi S1 Kimia Fakultas Sains",NULL
2073,16071,30100232,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Teknologi Sumatera","Fakultas Sains","Prodi S1 Kimia Fakultas Sains",NULL
2074,16071,30100233,"6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Manado","Fakultas Teknik","Jurusan S1 Pendidikan Kesejahteraan Keluarga Fakultas Teknik Universitas Negeri Manado",NULL
2075,16071,30100233,"6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Manado","Fakultas Teknik","Jurusan S1 Pendidikan Kesejahteraan Keluarga Fakultas Teknik Universitas Negeri Manado",NULL
2076,16071,30100233,"6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Manado","Fakultas Teknik","Jurusan S1 Pendidikan Kesejahteraan Keluarga Fakultas Teknik Universitas Negeri Manado",NULL
2077,16071,30100233,"6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Manado","Fakultas Teknik","Jurusan S1 Pendidikan Kesejahteraan Keluarga Fakultas Teknik Universitas Negeri Manado",NULL
2078,16071,30100233,"6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Manado","Fakultas Teknik","Jurusan S1 Pendidikan Kesejahteraan Keluarga Fakultas Teknik Universitas Negeri Manado",NULL
2079,16071,30100233,"6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Manado","Fakultas Teknik","Jurusan S1 Pendidikan Kesejahteraan Keluarga Fakultas Teknik Universitas Negeri Manado",NULL
2080,16071,30100233,"6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Manado","Fakultas Teknik","Jurusan S1 Pendidikan Kesejahteraan Keluarga Fakultas Teknik Universitas Negeri Manado",NULL
2081,16071,30100233,"6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Manado","Fakultas Teknik","Jurusan S1 Pendidikan Kesejahteraan Keluarga Fakultas Teknik Universitas Negeri Manado",NULL
2082,16071,30100235,"Nasional "Veteran"" Jakarta"","Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik","6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pembangunan Program Studi S-1 Sains Informasi Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik"
2083,16071,30100235,"Nasional "Veteran"" Jakarta"","Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik","6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pembangunan Program Studi S-1 Sains Informasi Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik"
2084,16071,30100235,"Nasional "Veteran"" Jakarta"","Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik","6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pembangunan Program Studi S-1 Sains Informasi Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik"
2085,16071,30100235,"Nasional "Veteran"" Jakarta"","Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik","6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pembangunan Program Studi S-1 Sains Informasi Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik"
2086,16071,30100235,"Nasional "Veteran"" Jakarta"","Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik","6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pembangunan Program Studi S-1 Sains Informasi Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik"
2087,16071,30100235,"Nasional "Veteran"" Jakarta"","Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik","6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pembangunan Program Studi S-1 Sains Informasi Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik"
2088,16071,30100235,"Nasional "Veteran"" Jakarta"","Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik","6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pembangunan Program Studi S-1 Sains Informasi Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik"
2089,16071,30100235,"Nasional "Veteran"" Jakarta"","Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik","6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Pembangunan Program Studi S-1 Sains Informasi Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik"
2090,16071,30100236,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Indonesia Yogyakarta","Fakultas Seni Rupa dan Desain","Jurusan Desain Fakultas Seni Rupa dan Desain","Prodi D4 Desain Media Jurusan Desain"
2091,16071,30100236,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Indonesia Yogyakarta","Fakultas Seni Rupa dan Desain","Jurusan Desain Fakultas Seni Rupa dan Desain","Prodi D4 Desain Media Jurusan Desain"
2092,16071,30100236,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Indonesia Yogyakarta","Fakultas Seni Rupa dan Desain","Jurusan Desain Fakultas Seni Rupa dan Desain","Prodi D4 Desain Media Jurusan Desain"
2093,16071,30100236,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Indonesia Yogyakarta","Fakultas Seni Rupa dan Desain","Jurusan Desain Fakultas Seni Rupa dan Desain","Prodi D4 Desain Media Jurusan Desain"
2094,16071,30100236,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Indonesia Yogyakarta","Fakultas Seni Rupa dan Desain","Jurusan Desain Fakultas Seni Rupa dan Desain","Prodi D4 Desain Media Jurusan Desain"
2095,16071,30100236,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Indonesia Yogyakarta","Fakultas Seni Rupa dan Desain","Jurusan Desain Fakultas Seni Rupa dan Desain","Prodi D4 Desain Media Jurusan Desain"
2096,16071,30100236,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Indonesia Yogyakarta","Fakultas Seni Rupa dan Desain","Jurusan Desain Fakultas Seni Rupa dan Desain","Prodi D4 Desain Media Jurusan Desain"
2097,16071,30100236,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Indonesia Yogyakarta","Fakultas Seni Rupa dan Desain","Jurusan Desain Fakultas Seni Rupa dan Desain","Prodi D4 Desain Media Jurusan Desain"
2098,16071,30100237,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Ambon","Jurusan Teknik Sipil","Program Studi D-III Teknik Sipil Jurusan Teknik Sipil",NULL
2099,16071,30100237,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Ambon","Jurusan Teknik Sipil","Program Studi D-III Teknik Sipil Jurusan Teknik Sipil",NULL
2100,16071,30100238,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Bangka Belitung","Fakultas Sains dan Teknik","Jurusan Fisika Fakultas Sains dan Teknik","Prodi S1 Fisika Jurusan Fisika"
2101,16071,30100238,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Bangka Belitung","Fakultas Sains dan Teknik","Jurusan Fisika Fakultas Sains dan Teknik","Prodi S1 Fisika Jurusan Fisika"
2102,16071,30100241,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Maritim Raja Ali Haji","Fakultas Ekonomi dan Bisnis Maritim","Prodi S1 Kewirausahaan","Fakultas Ekonomi dan Bisnis Maritim"
2103,16071,30100241,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Maritim Raja Ali Haji","Fakultas Ekonomi dan Bisnis Maritim","Prodi S1 Kewirausahaan","Fakultas Ekonomi dan Bisnis Maritim"
